"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-004","Computer Science I","LABORATORY","F0940",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-005","Computer Science I","LABORATORY","F1045",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-006","Computer Science I","LABORATORY","F1150",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-007","Computer Science I","LABORATORY","F1255",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-008","Computer Science I","LABORATORY","F1400",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-009","Computer Science I","LABORATORY","F1505",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2010-010","Computer Science I","LABORATORY","F1610",50
"EMCB 103",0,"U0263022","LEE, A. H.","CP SC 2020-001","Computer Science II","LECTURE","W1150|F1150",115
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2020-002","Computer Science II","LABORATORY","M0835",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2020-003","Computer Science II","LABORATORY","M0940",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2020-004","Computer Science II","LABORATORY","M1150",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2020-005","Computer Science II","LABORATORY","M1255",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2020-006","Computer Science II","LABORATORY","M1400",50
"EMCB 102",0,"U0035573","STENGER, F.","CP SC 2100-001","Discrete Structures","LECTURE","M1045|W1045|F1045",50
"EMCB 103",0,"U0031775","SIKORSKI, C.","CP SC 3200-001","Scientific Computation","LECTURE","T1225|H1225",80
"EMCB 101",0,"U0263022","LEE, A. H.","CP SC 3500-001","Software Practice","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 3500-002","Software Practice","DISCUSSION","W1255",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 3500-003","Software Practice","DISCUSSION","W1400",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 3500-004","Software Practice","DISCUSSION","W1505",50
"MEB 2325",49,"U0034190","KESSLER, R. R.","CP SC 3500-006","Software Practice","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 3500-007","Software Practice","DISCUSSION","W0835",50
"MEB 3225",30,"U0034190","KESSLER, R. R.","CP SC 3500-008","Software Practice","DISCUSSION","W0940",50
"MEB 3225",30,"U0029515","SHIRLEY, P. S.","CP SC 3505-001","Hnrs Software Practice","LECTURE","T1400|H1400",80
"EMCB 101",0,"U0176314","FLATT, M.","CP SC 3520-001","Programming Languages","LECTURE","T1045|H1045",80
"EMCB 104",0,"U0031683","BRUNVAND, E. L.","CP SC 3710-001","Computer Design Lab","LABORATORY","T1540|H1540",80
"EMCB 101",0,"U0027837","HANSCOM, D.","CP SC 3810-001","Computer Architecture","LECTURE","T0835|H0835",115
"EMCB 124",0,"U0000000","STAFF","CP SC 3991-001","CE Junior Seminar","LECTURE","H1045",50
"EMCB 124",0,"U0028988","ZACHARY, J. L.","CP SC 4010-001","Teaching Intro Comp Sci","LECTURE","M1610",50
"EMCB 124",0,"U0303674","BOYES, B. A.","CP SC 4710-001","Comptr Eng Sr Project","LECTURE","T0910|H0910",80
"EMCB 101",0,"U0263022","LEE, A. H.","CP SC 5010-001","Software Practice","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 5010-002","Software Practice","DISCUSSION","W1255",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 5010-003","Software Practice","DISCUSSION","W1400",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 5010-004","Software Practice","DISCUSSION","W1505",50
"EMCB 102",0,"U0030391","HOLLAAR, L. A.","CP SC 5060-001","Legal Prot Software","LECTURE","M1800",80
"EMCB 114",0,"U0294360","SLIND, K. L.","CP SC 5100-001","Foundations Of CS","LECTURE","M1045|W1045|F1045",50
"EMCB 114",0,"U0031775","SIKORSKI, C.","CP SC 5210-001","Adv Sci Computing I","LECTURE","T1540|H1540",80
"EMCB 105",0,"U0030110","HENDERSON, T. C.","CP SC 5300-001","Artificial Intelligence","LECTURE","M1400|W1400|F1400",50
"EMCB 112",0,"U0029780","HOLLERBACH, J. M.","CP SC 5310-001","Robotics","LECTURE","M1400|W1400|F1400",50
"EMCB 112",0,"U0028599","RILOFF, E. M.","CP SC 5340-001","Natural Language","LECTURE","T1540|H1540",80
"EMCB 105",0,"U0281050","REGEHR, J.","CP SC 5460-001","Operating Systems","LECTURE","M1255|W1255|F1255",50
"EMCB 102",0,"U9999994","LEPREAU III, F. J.","CP SC 5480-001","Networks","LECTURE","T1400|H1400",80
"EMCB 105",0,"U0028138","LINDSTROM, G. E.","CP SC 5530-001","Database Systems","LECTURE","M0940|W0940|F0940",50
"EMCB 122",0,"U0028553","RIESENFELD, R. F.","CP SC 5540-001","Human/Computer Interact","LECTURE","M1045|W1045|F1045",50
"MEB 2325",49,"U0029088","HANSEN, C. D.","CP SC 5610-001","Adv Computer Graphics I","LECTURE","T1225|H1225",80
"EMCB 122",0,"U0237293","WHITAKER, R. T.","CP SC 5630-001","Scientifc Visualization","LECTURE","T1400|H1400",80
"EMCB 104",0,"U0031683","BRUNVAND, E. L.","CP SC 5710-001","Adv IC Design I","LECTURE","T1225|H1225",80
"EMCB 102",0,"U0032422","DAVIS, A. L.","CP SC 5810-001","Adv Cptr Architecture","LECTURE","T1045|H1045",80
"EMCB 114",0,"U0361169","KALLA, P.","CP SC 5962-001","VLSI Logic Test","SPECIAL TOPICS","M1255|W1255|F1255",50
"MEB 3225",30,"U0028293","DRAKE, S. H.","CP SC 5963-001","Advanced Manufacturing","SPECIAL TOPICS","T1800",150
"EMCB 114",0,"U0294360","SLIND, K. L.","CP SC 6100-001","Foundations Of CS","LECTURE","M1045|W1045|F1045",50
"EMCB 114",0,"U0031775","SIKORSKI, C.","CP SC 6210-001","Adv Sci Computing I","LECTURE","T1540|H1540",80
"EMCB 105",0,"U0030110","HENDERSON, T. C.","CP SC 6300-001","Artificial Intelligence","LECTURE","M1400|W1400|F1400",50
"EMCB 112",0,"U0029780","HOLLERBACH, J. M.","CP SC 6310-001","Robotics","LECTURE","M1400|W1400|F1400",50
"EMCB 112",0,"U0028599","RILOFF, E. M.","CP SC 6340-001","Natural Language","LECTURE","T1540|H1540",80
"EMCB 102",0,"U9999994","LEPREAU III, F. J.","CP SC 6480-001","Networks","LECTURE","T1400|H1400",80
"EMCB 105",0,"U0028138","LINDSTROM, G. E.","CP SC 6530-001","Database Systems","LECTURE","M0940|W0940|F0940",50
"EMCB 122",0,"U0028553","RIESENFELD, R. F.","CP SC 6540-001","Human/Computer Interact","LECTURE","M1045|W1045|F1045",50
"MEB 2325",49,"U0029088","HANSEN, C. D.","CP SC 6610-001","Adv Computer Graphics I","LECTURE","T1225|H1225",80
"EMCB 122",0,"U0237293","WHITAKER, R. T.","CP SC 6630-001","Scientifc Visualization","LECTURE","T1400|H1400",80
"WBB 207",45,"U0029515","SHIRLEY, P. S.","CP SC 6650-001","Image Synthesis","LECTURE","T1540|H1540",80
"EMCB 120",0,"U0028572","COHEN, E.","CP SC 6670-001","Cptr-Aided Geom Des I","LECTURE","T1045|H1045",80
"EMCB 104",0,"U0031683","BRUNVAND, E. L.","CP SC 6710-001","Adv IC Design I","LECTURE","T1225|H1225",80
"EMCB 102",0,"U0032422","DAVIS, A. L.","CP SC 6810-001","Adv Cptr Architecture","LECTURE","T1045|H1045",80
"EMCB 103",0,"U0030110","HENDERSON, T. C.","CP SC 6930-001","Seminar","SEMINAR","M1505|W1505|F1505",115
"MEB 3151",1,"U0028138","LINDSTROM, G. E.","CP SC 6931-001","Seminar","SEMINAR","F1045",50
"MEB 3490",1,"U9999993","KIRBY, R. M. I.","CP SC 6932-001","Seminar","SEMINAR","F1150",115
"MEB 3151",1,"U0034190","KESSLER, R. R.","CP SC 6934-001","Seminar","SEMINAR","W0835",50
"EMCB 114",0,"U0028553","RIESENFELD, R. F.","CP SC 6936-001","Seminar","SEMINAR","T1400|H1400",80
"MEB 3151",1,"U0361206","PRAUN, E. C.","CP SC 6937-001","Seminar","SEMINAR","T1400|H1400",80
"EMCB 120",0,"U0029074","HSIEH, W. C.","CP SC 6960-001","Advanced Networking","SPECIAL TOPICS","T1400|H1400",80
"EMCB 102",0,"U0030391","HOLLAAR, L. A.","CP SC 6961-001","Special Topics","LECTURE","M1800",80
"EMCB 114",0,"U0361169","KALLA, P.","CP SC 6962-001","VLSI Logic Test","SPECIAL TOPICS","M1255|W1255|F1255",50
