Room,Capacity,UUID,Professor,Class,Title,Type,Time,Length
"EMCB 104",0,U1523563,"MYERS, C. J.","CP SC 6932",Seminar,SEMINAR,H1540,80
"MEB 3147",1,U1523552,"HENDERSON, T. C.","CP SC 6933",Seminar,SEMINAR,T1045,80
"MEB 1208",50,U1523548,"KESSLER, R. R.","CP SC 6934",Seminar,SEMINAR,W0940,50
"EMCB 112",0,U1523591,"CARTER, J. B.; DAVIS, A. L.; LEPREAU III, F. J.","CP SC 6935",Seminar,SEMINAR,M1150|W1150,115
"EMCB 122",0,U1523547,"SIKORSKI, C.","CP SC 6939",Seminar,SEMINAR,W1505,50
"MEB 3147",1,U1523549,"FLATT, M.","CP SC 6940",Seminar,SEMINAR,H1400,80
"MEB 4560",1,U1523573,"HSIEH, W. C.","CP SC 6941","Compilers & Progrmng Lang",SEMINAR,T1400,80
"MEB 3147",1,U1523553,"HOLLAAR, L. A.","CP SC 6944",Seminar,SEMINAR,M1800,80
"EMRL 241",0,U1523565,"WHITAKER, R. T.","CP SC 6964","Image Processing","SPECIAL TOPICS",T1045|H1045,80
"MEB 3147",1,U1523598,"KIRBY, R. M. I.","CP SC 6965","Adaptive Methods",LECTURE,T1045|H1045,80
"MEB 3105",60,U1523599,"PRAUN, E. C.","CP SC 6966","Polygonal Rep. of Surfaces",LECTURE,M1400|W1400,80
"EMCB 124",0,U1523559,"CARTER, J. B.","CP SC 7460","Adv Operating Systems",LECTURE,T1045|H1045,80
"MEB 3147",1,U1523556,"THOMPSON, W. B.","CP SC 7960","Vision Science","SPECIAL TOPICS",T0910|H0910,80
"MEB 3147",1,U1523598,"KIRBY, R. M. I.","CP SC 7960","Special Topics","SPECIAL TOPICS",T1045|H1045,80
"MEB 3105",60,U1523599,"PRAUN, E. C.","CP SC 7960","Special Topics","SPECIAL TOPICS",M1400|W1400,80
