"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-005","Computer Science II","LABORATORY","W1045",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-006","Computer Science II","LABORATORY","W1150",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-007","Computer Science II","LABORATORY","W1255",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-008","Computer Science II","LABORATORY","W1400",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-009","Computer Science II","LABORATORY","W1505",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-010","Computer Science II","LABORATORY","W1610",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-011","Computer Science II","LABORATORY","W1715",50
"EMCB 104",0,"U0035573","STENGER, F.","CP SC 2100-001","Discrete Structures","LECTURE","T1045|H1045",80
"EMCB 105",0,"U0028245","GOPALAKRISHNAN, G.","CP SC 3100-001","Models Of Computation","LECTURE","T1045|H1045",80
"EMCB 105",0,"U0237293","WHITAKER, R. T.","CP SC 3510-001","Algorithms/Data Structs","LECTURE","T1225|H1225",80
"EMCB 101",0,"U0031683","BRUNVAND, E. L.","CP SC 3700-001","Digital System Design","LECTURE","T0835|H0835",115
"EMCB 104",0,"U0241229","PIERCE, W. E.","CP SC 3720-001","Analog/Dig Interfaces","LECTURE","T0910|H0910",80
"MEB 2319",1,"U9999992","GOPALAKRISHNAN, C.","CP SC 3720-002","Analog/Dig Interfaces","LABORATORY","T1045",180
"MEB 2319",1,"U0005672","FONNESBECK, R. D.","CP SC 3720-003","Analog/Dig Interfaces","LABORATORY","W1200",180
"MEB 2319",1,"U0233140","KASHYAP, S. G.","CP SC 3720-004","Analog/Dig Interfaces","LABORATORY","W1505",180
"MEB 2319",1,"U9999992","GOPALAKRISHNAN, C.","CP SC 3720-005","Analog/Dig Interfaces","LABORATORY","H1400",180
"MEB 2319",1,"U0233140","KASHYAP, S. G.","CP SC 3720-006","Analog/Dig Interfaces","LABORATORY","F0900",180
"MEB 2319",1,"U0005672","FONNESBECK, R. D.","CP SC 3720-007","Analog/Dig Interfaces","LABORATORY","T1505",180
"EMCB 105",0,"U0032422","DAVIS, A. L.","CP SC 4400-001","Computer Systems","LECTURE","M1400|W1400",80
"EMCB 102",0,"U0028599","RILOFF, E. M.","CP SC 4500-001","Softwre Engineering Lab","LECTURE","M1540|W1540",80
"EMCB 208",0,"U0028988","ZACHARY, J. L.","CP SC 4960-001","TA: Workshop","SPECIAL TOPICS","M1220",85
"EMCB 102",0,"U0263022","LEE, A. H.","CP SC 4962-001","Web Programming","LECTURE","T1400|H1400",80
"EMCB 105",0,"U0237293","WHITAKER, R. T.","CP SC 5020-001","Algorithms/Data Structs","LECTURE","T1225|H1225",80
"EMCB 103",0,"U0029088","HANSEN, C. D.","CP SC 5320-001","Computer Vision","LECTURE","M1540|W1540",80
"EMCB 120",0,"U0241228","THOMPSON, C. A.","CP SC 5350-001","Machine Learning","LECTURE","M1400|W1400",80
"EMCB 101",0,"U0029074","HSIEH, W. C.","CP SC 5470-001","Compilers","LECTURE","M0940|W0940|F0940",50
"MEB 2325",49,"U0029074","HSIEH, W. C.","CP SC 5470-003","Compilers","DISCUSSION","F0835",50
"EMCB 208",0,"U0029074","HSIEH, W. C.","CP SC 5470-005","Compilers","DISCUSSION","F1045",50
"EMCB 104",0,"U0028553","RIESENFELD, R. F.","CP SC 5600-001","Intro Computer Graphics","LECTURE","M1045|W1045",80
"EMRL 241",0,"U0029515","SHIRLEY, P. S.","CP SC 5605-001","Hnrs Intro Comp Graphic","LECTURE","T1400|H1400",80
"OSH 102",55,"U0223232","HARRISON, R. R.","CP SC 5720-001","Adv IC Design II","LECTURE","M1045|W1045",80
"EMCB 124",0,"U0028138","LINDSTROM, G. E.","CP SC 5960-001","Programming Lang Design:  Java","SPECIAL TOPICS","T1225|H1225",80
"EMCB 101",0,"U0030110","HENDERSON, T. C.","CP SC 5961-001","Recruiting Colloquia","SPECIAL TOPICS","M1150|W1150",115
"EMCB 105",0,"U0294360","SLIND, K. L.","CP SC 6110-001","Formal Mthds Sys Design","LECTURE","M1540|W1540",80
"MEB 2325",49,"U0030676","JOHNSON, C. R.","CP SC 6220-001","Adv Sci Computing II","LECTURE","T1045|H1045",80
"EMCB 103",0,"U0029088","HANSEN, C. D.","CP SC 6320-001","Computer Vision","LECTURE","M1540|W1540",80
"EMCB 120",0,"U0241228","THOMPSON, C. A.","CP SC 6350-001","Machine Learning","LECTURE","M1400|W1400",80
"EMCB 120",0,"U0176314","FLATT, M.","CP SC 6520-001","Prog Langs & Semantics","LECTURE","T1225|H1225",80
"EMCB 208",0,"U0029515","SHIRLEY, P. S.","CP SC 6620-001","Computer Graphics II","LECTURE","M1045|W1045",80
"OSH 102",55,"U0223232","HARRISON, R. R.","CP SC 6720-001","Adv IC Design II","LECTURE","M1045|W1045",80
"EMCB 105",0,"U0030110","HENDERSON, T. C.","CP SC 6930-001","Seminar","SEMINAR","T1540|H1540",80
"MEB 3151",1,"U0028138","LINDSTROM, G. E.","CP SC 6931-001","Seminar","SEMINAR","F1045",80
"MEB 3151",1,"U0030884","MYERS, C. J.","CP SC 6932-001","Seminar","SEMINAR","F1530",90
"MEB 3151",1,"U0028245","GOPALAKRISHNAN, G.","CP SC 6933-001","Seminar","SEMINAR","M1045",80
"MEB 3151",1,"U0034190","KESSLER, R. R.","CP SC 6934-001","Seminar","SEMINAR","H0940",50
"EMRL 241",0,"U0029067","CARTER, J. B.","CP SC 6935-001","Seminar","SEMINAR","M1215|W1215",105
"MEB 3110",40,"U0028553","RIESENFELD, R. F.","CP SC 6936-001","Seminar","SEMINAR","T1400|H1400",80
"EMCB 122",0,"U0031775","SIKORSKI, C.","CP SC 6939-001","Seminar","SEMINAR","W1500",60
"MEB 3151",1,"U0176314","FLATT, M.","CP SC 6940-001","Seminar","SEMINAR","W1400",80
"MEB 3151",1,"U0241228","THOMPSON, C. A.","CP SC 6942-001","Readings in Machine Learning","SEMINAR","W1045",60
"MEB 3151",1,"U0294360","SLIND, K. L.","CP SC 6962-001","Topics in Formal Methods","SPECIAL TOPICS","M1540|W1540",80
"EMCB 120",0,"U0000000","STAFF","CP SC 6963-001","Special Topics","SPECIAL TOPICS","T1045|H1045",80
"EMCB 124",0,"U0028553","RIESENFELD, R. F.","CP SC 6965-001","Special Topics","LECTURE","T1400|H1400",80
"EMRL 241",0,"U0035573","STENGER, F.","CP SC 7240-001","Sinc Methods","LECTURE","M1045|W1045",80
