"Room","Capacity","UUID","Professor","Class","Title","Type","Time","Length"
"EMCB 101",0,"U0028572","COHEN, E.","CP SC 1000-001","Engineering Computing","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0028572","COHEN, E.","CP SC 1000-002","Engineering Computing","LABORATORY","T0730|H0730",50
"MEB 3225",30,"U0028572","COHEN, E.","CP SC 1000-003","Engineering Computing","LABORATORY","T0835|H0835",50
"EMCB 226",0,"U0028572","COHEN, E.","CP SC 1000-004","Engineering Computing","LABORATORY","T0940|H0940",50
"EMCB 226",0,"U0028572","COHEN, E.","CP SC 1000-005","Engineering Computing","LABORATORY","T1045|H1045",50
"EMCB 226",0,"U0028572","COHEN, E.","CP SC 1000-006","Engineering Computing","LABORATORY","T1150|H1150",50
"EMCB 226",0,"U0028572","COHEN, E.","CP SC 1000-007","Engineering Computing","LABORATORY","T1255|H1255",50
"EMCB 104",0,"U0263022","LEE, A. H.","CP SC 1010-001","Introduction To Unix","LECTURE","T1610",50
"MEB 3225",30,"U0063547","JENSEN, P. A.","CP SC 1021-001","Introduction to Java","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0063547","JENSEN, P. A.","CP SC 1021-002","Introduction to Java","LECTURE","T1540|H1540",80
"EMCB 104",0,"U0263022","LEE, A. H.","CP SC 2010-001","Computer Science I","LECTURE","M1400|W1400",80
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2010-003","Computer Science I","LABORATORY","F0835",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2010-004","Computer Science I","LABORATORY","F0940",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2010-005","Computer Science I","LABORATORY","F1045",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2010-006","Computer Science I","LABORATORY","F1150",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2010-007","Computer Science I","LABORATORY","F1255",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2010-008","Computer Science I","LABORATORY","F1400",50
"MEB 3225",30,"U0263022","LEE, A. H.","CP SC 2010-012","Computer Science I","LABORATORY","F1505",50
"EMCB 104",0,"U0028988","ZACHARY, J. L.","CP SC 2020-001","Computer Science II","LECTURE","T1400|H1400",80
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-002","Computer Science II","LABORATORY","W0730",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-003","Computer Science II","LABORATORY","W0835",50
"MEB 3225",30,"U0028988","ZACHARY, J. L.","CP SC 2020-004","Computer Science II","LABORATORY","W0940",50
