Room,Capacity,UUID,Professor,Class,Title,Type,Time,Length
"MEB 3147",1,U1523637,"STEVENS, K. S.","CS 3991","CE Junior Seminar",SEMINAR,T1045,80
"MEB 3225",30,U1523585,"JENSEN, P. A.","CS 4190","Programming Challenges",SEMINAR,W1505,150
"WEB L112",60,U1523674,"HALL, M. W.","CS 4230","Parallel Programming",LECTURE,T0910|H0910,80
"WEB L101",208,U1523549,"FLATT, M.","CS 4400","Computer Systems",LECTURE,M1325|W1325,80
"WEB 2250",74,U1523655,"ALTIZER, R. A.; KESSLER, R. R.","CS 4510","EAE Senior Project I",LECTURE,T1400|H1400,80
"MEB 3143",24,U1523589,"DAVIS, A. L.","CS 4710","Comptr Eng Sr Project","SPECIAL PROJECTS",F1915,165
"WEB 2230",88,U1523626,"PARKER, D.","CS 4960","Senior Capstone Design","SPECIAL TOPICS",M1045|W1045|F1045,50
"MEB 3225",30,U1523674,"HALL, M. W.","CS 4961","Parallel Performance Tuning","SPECIAL TOPICS",M1500,150
"MEB 3105",60,U1523545,"ZACHARY, J. L.","CS 5040","Teaching Intro Comp Sci",LECTURE,M1505,50
"WEB 1250",0,U1523557,"HOLLERBACH, J. M.","CS 5310",Robotics,LECTURE,M1400|W1400|F1400,50
"MEB 3105",60,U1523552,"HENDERSON, T. C.","CS 5320","Computer Vision",LECTURE,T0910|H0910,80
"MEB 3105",60,U1523577,"RILOFF, E. M.","CS 5340","Natural Language",LECTURE,T1400|H1400,80
"WEB 2250",74,U1523552,"HENDERSON, T. C.","CS 5350","Machine Learning",LECTURE,T1225|H1225,80
"WEB 1248",0,U1523570,"RIESENFELD, R. F.","CS 5540","Human/Computer Interact",LECTURE,M0940|W0940|F0940,50
"WEB 1248",0,U1523570,"RIESENFELD, R. F.","CS 5540","Human/Computer Interact",LECTURE,M1045|W1045|F1045,50
"WEB 1250",0,U1523561,"HANSEN, C. D.","CS 5610","Interactive Comp Graph",LECTURE,T1400|H1400,80
"WEB L112",60,U1523722,"MEYER, M. D.","CS 5630","Scientifc Visualization",LECTURE,T1045|H1045,80
"WEB 2230",88,U1523723,"STEVENS, K. S.; BHADRA, D.","CS 5710","Digital VLSI Design",LECTURE,T1715|H1715,80
"WEB 2250",74,U1523597,"KALLA, P.","CS 5745","Test/Verif Digital Ckts",ACTIVITY,M1400|W1400|F1400,50
"WEB L110",60,U1523596,"REGEHR, J.","CS 5785","Adv. Embedded Software",LECTURE,T1400|H1400,80
"M LI 1120",45,U1523724,"STOKER, M. L.","CS 5957","Mobile Apps: Android","SPECIAL TOPICS",M1150|W1150,80
"MEB 3105",60,U1523615,"KASERA, S. K.","CS 5958","Network Security","SPECIAL TOPICS",M1045|W1045,80
"M LI 1120",45,U1523638,"VAN LANGEVELD, M. C.","CS 5968","Character Rigging/Motion Capt","SPECIAL TOPICS",W1610,170
"M LI 1120",45,U1523638,"VAN LANGEVELD, M. C.","CS 6050","3D Modeling for VGA&M",LECTURE,M1610,170
"M LI 1110",45,U1523638,"VAN LANGEVELD, M. C.","CS 6050","3D Modeling for VGA&M",LECTURE,T1540,170
"M LI 1120",45,U1523720,"BOWN, R. E.; VAN LANGEVELD, M. C.","CS 6050","3D Modeling for VGA&M",LECTURE,W1900,180
"BU C 105",62,U1523703,"ALTIZER, R. A.","CS 6070","EAE:MGS Game Design I",LECTURE,W1800,180
"FMAB 102",10,U1523655,"ALTIZER, R. A.; KESSLER, R. R.","CS 6080","EAE:MGS Game Projects I",LECTURE,M1300|W1300,240
"MEB 3225",30,U1523726,"BARNES, J. L.; VAN LANGEVELD, M. C.","CS 6090","EAE:MGS Game Engineering I",LECTURE,M1800,180
"WEB 1460",0,U1523727,"SMIT, S.; VAN LANGEVELD, M. C.","CS 6092","EAE:MGS Game Eng III",LECTURE,T1800,180
"WEB 1230",92,U1523639,"VENKATASUBRAMANIAN, S.","CS 6150","Advanced Algorithms",LECTURE,T1540|H1540,80
"WEB 1230",92,U1523598,"KIRBY, R. M. I.","CS 6210","Adv Sci Computing I",LECTURE,T1225|H1225,80
"WEB 1250",0,U1523557,"HOLLERBACH, J. M.","CS 6310",Robotics,LECTURE,M1400|W1400|F1400,50
"MEB 3105",60,U1523577,"RILOFF, E. M.","CS 6340","Natural Language",LECTURE,T1400|H1400,80
"WEB 2250",74,U1523552,"HENDERSON, T. C.","CS 6350","Machine Learning",LECTURE,T1225|H1225,80
"MEB 3105",60,U1523630,"JOHNSON, D. E.","CS 6370","Motion Planning",LECTURE,M1255|W1255|F1255,50
"MEB 3105",60,U1523615,"KASERA, S. K.","CS 6490","Network Security",LECTURE,M1045|W1045,80
"WEB L126",40,U1523704,"LI, F.","CS 6530","Database Systems",LECTURE,M1325|W1325,80
"WEB 1248",0,U1523570,"RIESENFELD, R. F.","CS 6540","Human/Computer Interact",LECTURE,M0940|W0940|F0940,50
"WEB 1248",0,U1523570,"RIESENFELD, R. F.","CS 6540","Human/Computer Interact",LECTURE,M1045|W1045|F1045,50
"WEB 1250",0,U1523561,"HANSEN, C. D.","CS 6610","Interactive Comp Graph",LECTURE,T1400|H1400,80
"WEB 1248",0,U1523728,"YUKSEL, C.","CS 6620","Adv Comp Graphics II",LECTURE,T1540|H1540,80
"WEB L112",60,U1523722,"MEYER, M. D.","CS 6630","Scientifc Visualization",LECTURE,T1045|H1045,80
"WEB L120",50,U1523658,"GERIG, G.","CS 6640","Image Processing",LECTURE,M1325|W1325,80
"WEB 1450",0,U1523568,"COHEN, E.","CS 6670","Cptr-Aided Geom Des I",LECTURE,T0910|H0910,80
"WEB 2230",88,U1523723,"STEVENS, K. S.; BHADRA, D.","CS 6710","Digital VLSI Design",LECTURE,T1715|H1715,80
"WEB 2250",74,U1523597,"KALLA, P.","CS 6745","Test/Verif Digital Ckts",ACTIVITY,M1400|W1400|F1400,50
"WEB L110",60,U1523596,"REGEHR, J.","CS 6785","Adv. Embedded Software",LECTURE,T1400|H1400,80
"WEB 2250",74,U1523617,"BALASUBRAMONIAN, R.","CS 6810","Computer Architecture",LECTURE,T1045|H1045,80
"MEB 3147",1,U1523730,"RAKAMARIC, Z.","CS 6962","Software Verification","SPECIAL TOPICS",M1045|W1045,80
"M LI 1120",45,U1523638,"VAN LANGEVELD, M. C.","CS 6968","Character Rigging/Motion Capt","SPECIAL TOPICS",W1610,170
"MEB 3147",1,U1523732,"GOPALAKRISHNAN, G.; GOPALAKRISHNAN, G.; GOPALAKRISHNAN, G.","CS 7930",Colloquium,SEMINAR,W1540,80
"MEB 1225",25,U1523705,"PHILLIPS, J.","CS 7931","Data Mining Seminar",SEMINAR,W1635,70
"WEB 3760",10,U1523659,"PRASTAWA, M.","CS 7932","Scientific Computing & Imaging",SEMINAR,F1400,50
"MEB 3515",20,U1523657,"BARGTEIL, A. W.","CS 7933","Graphics Seminar",SEMINAR,T1200,120
"WEB 1460",0,U1523631,"EIDE, E. N.","CS 7934","Computer Systems Seminar",SEMINAR,F1400,90
"MEB 3485",20,U1523639,"VENKATASUBRAMANIAN, S.","CS 7936",Algorithms,SEMINAR,H1215,75
"WEB 3760",10,U1523706,"FLETCHER, P. T.; JOSHI, S.","CS 7938","Medical Imaging",SEMINAR,M1215,75
"MEB 3147",1,U1523557,"HOLLERBACH, J. M.","CS 7939",Robotics,SEMINAR,H1255,50
"MEB 3485",20,U1523674,"HALL, M. W.","CS 7940","Compiler- Based Autotuning",SEMINAR,M1200,60
