Room,Capacity,UUID,Professor,Class,Title,Type,Time,Length
"EMCB 104",0,U1523584,"DE ST GERMAIN, H. J.","CP SC 1000","Engineering Computing",LECTURE,T1225|H1225,80
"EMCB 226",0,U1523584,"DE ST GERMAIN, H. J.","CP SC 1000","Engineering Computing",LABORATORY,F0835,50
"EMCB 226",0,U1523584,"DE ST GERMAIN, H. J.","CP SC 1000","Engineering Computing",LABORATORY,F0940,50
"EMCB 226",0,U1523584,"DE ST GERMAIN, H. J.","CP SC 1000","Engineering Computing",LABORATORY,F1045,50
"EMCB 226",0,U1523584,"DE ST GERMAIN, H. J.","CP SC 1000","Engineering Computing",LABORATORY,F1150,50
"EMCB 226",0,U1523584,"DE ST GERMAIN, H. J.","CP SC 1000","Engineering Computing",LABORATORY,F1255,50
"EMCB 104",0,U1523543,"HANSCOM, D.","CP SC 1010","Introduction To Unix",LABORATORY,F1610,50
"EMCB 105",0,U1523545,"ZACHARY, J. L.","CP SC 2010","Computer Science I",LECTURE,T1400|H1400,80
"MEB 3225",30,U1523545,"ZACHARY, J. L.","CP SC 2010","Computer Science I",LABORATORY,M0940,50
"MEB 3225",30,U1523545,"ZACHARY, J. L.","CP SC 2010","Computer Science I",LABORATORY,M1045,770
"MEB 3225",30,U1523545,"ZACHARY, J. L.","CP SC 2010","Computer Science I",LABORATORY,M1150,50
"MEB 3225",30,U1523545,"ZACHARY, J. L.","CP SC 2010","Computer Science I",LABORATORY,M1255,50
"EMCB 101",0,U1523585,"JENSEN, P. A.","CP SC 2020","Computer Science II",LECTURE,T1400|H1400,80
"MEB 3225",30,U1523585,"JENSEN, P. A.","CP SC 2020","Computer Science II",LABORATORY,F0835,770
"MEB 3225",30,U1523585,"JENSEN, P. A.","CP SC 2020","Computer Science II",LABORATORY,F0940,50
"MEB 3225",30,U1523585,"JENSEN, P. A.","CP SC 2020","Computer Science II",LABORATORY,F1045,50
"MEB 3225",30,U1523585,"JENSEN, P. A.","CP SC 2020","Computer Science II",LABORATORY,F1150,50
"MEB 3225",30,U1523585,"JENSEN, P. A.","CP SC 2020","Computer Science II",LABORATORY,F1255,50
"MEB 3225",30,U1523585,"JENSEN, P. A.","CP SC 2020","Computer Science II",LABORATORY,F1400,50
"EMCB 103",0,U1523574,"SHIRLEY, P. S.","CP SC 2100","Discrete Structures",LECTURE,T1540|H1540,80
"EMRL 241",0,U1523574,"SHIRLEY, P. S.","CP SC 2100","Discrete Structures",DISCUSSION,F0940,50
"EMRL 241",0,U1523574,"SHIRLEY, P. S.","CP SC 2100","Discrete Structures",DISCUSSION,F1045,50
"EMCB 120",0,U1523574,"SHIRLEY, P. S.","CP SC 2100","Discrete Structures",DISCUSSION,F1150,50
"EMCB 120",0,U1523574,"SHIRLEY, P. S.","CP SC 2100","Discrete Structures",DISCUSSION,F1255,50
"EMCB 101",0,U1523546,"STENGER, F.","CP SC 3200","Scientific Computation",LECTURE,T1045|H1045,80
"EMCB 103",0,U1523631,"EIDE, E. N.","CP SC 3500","Software Practice",LECTURE,T1400|H1400,80
"MEB 3225",30,U1523631,"EIDE, E. N.","CP SC 3500","Software Practice",DISCUSSION,W0940,50
"MEB 3225",30,U1523631,"EIDE, E. N.","CP SC 3500","Software Practice",DISCUSSION,W1045,50
"MEB 3225",30,U1523631,"EIDE, E. N.","CP SC 3500","Software Practice",DISCUSSION,W0835,50
"EMCB 104",0,U1523614,"SILVA, C. T.","CP SC 3510","Algorithms/Data Structs",LECTURE,T1400|H1400,80
"MEB 3225",30,U1523614,"SILVA, C. T.","CP SC 3510","Algorithms/Data Structs",DISCUSSION,W1150,50
"MEB 3225",30,U1523614,"SILVA, C. T.","CP SC 3510","Algorithms/Data Structs",DISCUSSION,W1255,50
"MEB 3225",30,U1523614,"SILVA, C. T.","CP SC 3510","Algorithms/Data Structs",DISCUSSION,W1400,50
"EMCB 101",0,U1523597,"KALLA, P.","CP SC 3700","Digital System Design",LECTURE,T1225|H1225,80
"EMCB 102",0,U1523563,"MYERS, C. J.","CP SC 3720","Embedded Sys Design",LECTURE,T1225|H1225,80
"MEB 2265",1,U1523563,"MYERS, C. J.","CP SC 3720","Embedded Sys Design",LABORATORY,T1400,180
"MEB 2265",1,U1523563,"MYERS, C. J.","CP SC 3720","Embedded Sys Design",LABORATORY,F1150,180
"MEB 2265",1,U1523563,"MYERS, C. J.","CP SC 3720","Embedded Sys Design",LABORATORY,W1505,180
"MEB 2265",1,U1523563,"MYERS, C. J.","CP SC 3720","Embedded Sys Design",LABORATORY,H1400,180
"MEB 2265",1,U1523563,"MYERS, C. J.","CP SC 3720","Embedded Sys Design",LABORATORY,F0835,180
"EMCB 101",0,U1523543,"HANSCOM, D.","CP SC 3810","Computer Organization",LECTURE,T0835|H0835,115
"EMCB 105",0,U1523548,"KESSLER, R. R.","CP SC 3960","Team Software Engineering","SPECIAL TOPICS",T1540|H1540,80
"MEB 3147",1,U1523559,"CARTER, J. B.","CP SC 3960","Industry Forum","SPECIAL TOPICS",F1150,50
"MEB 3105",60,U1523589,"DAVIS, A. L.","CP SC 3992",Pre-Thesis/Pre-Project,SEMINAR,T1045,50
"EMCB 102",0,U1523552,"HENDERSON, T. C.","CP SC 4500","Softwre Engineering Lab",LECTURE,M1505|W1505|F1505,50
"MEB 3147",1,U1523545,"ZACHARY, J. L.","CP SC 454","Web Software Architecture",LECTURE,T1715|H1715,80
"MEB 3147",1,U1523545,"ZACHARY, J. L.","CP SC 4540","Web Software Architecture",LECTURE,T1715|H1715,80
"MEB 3225",30,U1523622,"PRAUN, E. C.; SILVA, C. T.","CP SC 4960","Programming Challenges","SPECIAL TOPICS",M1400,180
"EMCB 103",0,U1523631,"EIDE, E. N.","CP SC 5010","Software Practice",LECTURE,T1400|H1400,80
"MEB 3225",30,U1523631,"EIDE, E. N.","CP SC 5010","Software Practice",DISCUSSION,W0940,50
"MEB 3225",30,U1523631,"EIDE, E. N.","CP SC 5010","Software Practice",DISCUSSION,W1045,50
"MEB 3225",30,U1523631,"EIDE, E. N.","CP SC 5010","Software Practice",DISCUSSION,W0835,50
"EMCB 104",0,U1523614,"SILVA, C. T.","CP SC 5020","Algorithms/Data Structs",LECTURE,T1400|H1400,80
"MEB 3225",30,U1523614,"SILVA, C. T.","CP SC 5020","Algorithms/Data Structs",DISCUSSION,W1150,50
"MEB 3225",30,U1523614,"SILVA, C. T.","CP SC 5020","Algorithms/Data Structs",DISCUSSION,W1255,50
"MEB 3225",30,U1523614,"SILVA, C. T.","CP SC 5020","Algorithms/Data Structs",DISCUSSION,W1400,50
"EMCB 122",0,U1523569,"GOPALAKRISHNAN, G.","CP SC 5100","Foundations Of CS",LECTURE,M1400|W1400|F1400,50
"EMCB 120",0,U1523552,"HENDERSON, T. C.","CP SC 5300","Artificial Intelligence",LECTURE,M1045|W1045|F1045,50
"EMCB 120",0,U1523626,"PARKER, D.","CP SC 5470",Compilers,LECTURE,M0940|W0940|F0940,50
"EMCB 101",0,U1523570,"RIESENFELD, R. F.","CP SC 5600","Intro Computer Graphics",LECTURE,M1255|W1255|F1255,50
"EMCB 104",0,U1523605,"HARRISON, R. R.","CP SC 5720","Analog IC Design",LECTURE,T0910|H0910,80
"MEB 3105",60,U1523550,"BRUNVAND, E. L.","CP SC 5830","VLSI Architecture",LECTURE,T1715|H1715,80
"MEB 3147",1,U1523559,"CARTER, J. B.","CP SC 5961","Networked Game Design","SPECIAL TOPICS",T1045|H1045,80
"EMCB 122",0,U1523569,"GOPALAKRISHNAN, G.","CP SC 6100","Foundations Of CS",LECTURE,M1400|W1400|F1400,50
"MEB 3225",30,U1523595,"SLIND, K. L.","CP SC 6110","Formal Mthds Sys Design",LECTURE,T1400|H1400,80
"MEB 3147",1,U1523598,"KIRBY, R. M. I.","CP SC 6220","Adv Sci Computing II",LECTURE,T0910|H0910,80
"EMCB 120",0,U1523552,"HENDERSON, T. C.","CP SC 6300","Artificial Intelligence",LECTURE,M1045|W1045|F1045,50
"EMCB 104",0,U1523606,"PARKER, S. G.","CP SC 6620","Adv Computer Graphic II",LECTURE,M1255|W1255|F1255,50
"EMCB 104",0,U1523605,"HARRISON, R. R.","CP SC 6720","Analog IC Design",LECTURE,T0910|H0910,80
"MEB 3105",60,U1523550,"BRUNVAND, E. L.","CP SC 6830","VLSI Architecture",LECTURE,T1715|H1715,80
"MEB 1208",50,U1523619,"BERZINS, M.","CP SC 696","High Performance Computing","SPECIAL TOPICS",M1610|W1610,80
"MEB 3147",1,U1523559,"CARTER, J. B.","CP SC 6961","Networked Game Design","SPECIAL TOPICS",T1045|H1045,80
"EMCB 122",0,U1523552,"HENDERSON, T. C.","CP SC 6963","Mulitagent Systems","SPECIAL TOPICS",M1255|W1255|F1255,50
"MEB 1208",50,U1523619,"BERZINS, M.","CP SC 6964","High Performance Computing","SPECIAL TOPICS",M1610|W1610,80
"EMCB 120",0,U1523568,"COHEN, E.","CP SC 6965","Visual Computing","SPECIAL TOPICS",T1045|H1045,80
"MEB 3105",60,U1523615,"KASERA, S. K.","CP SC 6966","Network Security","SPECIAL TOPICS",T0910|H0910,80
"MEB 3105",60,U1523556,"THOMPSON, W. B.","CP SC 7010","Research Proposals","INDEPENDENT STUDY",T1540|H1540,80
"MEB 3515",20,U1523546,"STENGER, F.","CP SC 7240","Sinc Methods",LECTURE,T0910|H0910,80
"EMCB 101",0,U1523555,"JOHNSON, C. R.","CP SC 7930","Advanced Seminar",SEMINAR,M1505|W1505|F1505,115
"MEB 3105",60,U1523569,"GOPALAKRISHNAN, G.","CP SC 7940",AMPS,SEMINAR,F1045,80
"MEB 1208",50,U1523548,"KESSLER, R. R.","CP SC 7940",Seminar,SEMINAR,W0940,50
"EMRL 241",0,U1523591,"CARTER, J. B.; DAVIS, A. L.; LEPREAU III, F. J.","CP SC 7940",Seminar,SEMINAR,M1150|W1150,115
"MEB 3515",20,U1523574,"SHIRLEY, P. S.","CP SC 7940",Graphics,SEMINAR,F1530,60
"MEB 3515",20,U1523547,"SIKORSKI, C.","CP SC 7940",Seminar,SEMINAR,W1400,80
"MEB 3147",1,U1523549,"FLATT, M.","CP SC 7940",Seminar,SEMINAR,H1400,80
"MEB 3105",60,U1523596,"REGEHR, J.","CP SC 7962","Embedded Systems","SPECIAL TOPICS",M1255|W1255|F1255,50
"MEB 3147",1,U1523549,"FLATT, M.","CP SC 7963","Functional Programming","SPECIAL TOPICS",M1045|W1045|F1045,50
"MEB 3105",60,U1523556,"THOMPSON, W. B.","CP SC 7964","Vision Science","SPECIAL TOPICS",T1400|H1400,80
"MEB 2325",49,U1523616,"SILVA, J. F. D. L. E.","CP SC 7965","Adv. Database Systems","SPECIAL TOPICS",T1225|H1225,80
"EMCB 120",0,U1523565,"WHITAKER, R. T.","CP SC 7966","Image Processing","SPECIAL TOPICS",T1715|H1715,80
"MEB 3147",1,U1523547,"SIKORSKI, C.","CP SC 7967","Adv Topics Sci Comp","SPECIAL TOPICS",T1540|H1540,80
